country,tournament,tournament_id,season_id,team_name,team_id,player_name,player_id,age,height,player_country,position,preferred_foot,contract_until,market_value,market_currency,_league_id,_season,_source,_scraped_at
Turkey,Trendyol Süper Lig,52,53190,Galatasaray,3061,Victor Osimhen,822471,27,186.0,Nigeria,F,Right,1877472000.0,73000000.0,EUR,TUR,2023-2024,datafc_sofascore,2026-08-09T08:58:56.572383
Turkey,Trendyol Süper Lig,52,53190,Galatasaray,3061,Can Armando Güner,1861964,18,178.0,Argentina,F,Left,1909008000.0,485000.0,EUR,TUR,2023-2024,datafc_sofascore,2026-08-09T08:58:56.572383
Turkey,Trendyol Süper Lig,52,53190,Galatasaray,3061,Ada Yüzgeç,2128081,17,,Türkiye,F,Right,,95000.0,EUR,TUR,2023-2024,datafc_sofascore,2026-08-09T08:58:56.572383
Turkey,Trendyol Süper Lig,52,53190,Galatasaray,3061,Halil Dervişoğlu,930775,26,183.0,Türkiye,F,Right,1814313600.0,660000.0,EUR,TUR,2023-2024,datafc_sofascore,2026-08-09T08:58:56.572383
Turkey,Trendyol Süper Lig,52,53190,Galatasaray,3061,Berat Luş,1945952,19,178.0,Türkiye,F,Right,1814313600.0,920000.0,EUR,TUR,2023-2024,datafc_sofascore,2026-08-09T08:58:56.572383
Turkey,Trendyol Süper Lig,52,53190,Galatasaray,3061,Recep Yalın Dilek,1405718,20,188.0,Türkiye,F,Left,1845936000.0,155000.0,EUR,TUR,2023-2024,datafc_sofascore,2026-08-09T08:58:56.572383
Turkey,Trendyol Süper Lig,52,53190,Galatasaray,3061,Ali Efe Çördek,2010196,21,178.0,Türkiye,F,Left,1845936000.0,48000.0,EUR,TUR,2023-2024,datafc_sofascore,2026-08-09T08:58:56.572383
Turkey,Trendyol Süper Lig,52,53190,Galatasaray,3061,İlkay Gündoğan,45853,35,180.0,Germany,M,Right,1814313600.0,1900000.0,EUR,TUR,2023-2024,datafc_sofascore,2026-08-09T08:58:56.572383
Turkey,Trendyol Süper Lig,52,53190,Galatasaray,3061,Leroy Sané,293519,30,184.0,Germany,M,Left,1845936000.0,22000000.0,EUR,TUR,2023-2024,datafc_sofascore,2026-08-09T08:58:56.572383
Turkey,Trendyol Süper Lig,52,53190,Galatasaray,3061,Gabriel Sara,913593,27,178.0,Brazil,M,Left,1877472000.0,25000000.0,EUR,TUR,2023-2024,datafc_sofascore,2026-08-09T08:58:56.572383
