country,tournament,tournament_id,season_id,team_name,team_id,player_name,player_id,age,height,player_country,position,preferred_foot,contract_until,market_value,market_currency,_league_id,_season,_source,_scraped_at
England,Premier League,17,76986,Arsenal,42,Viktor Gyökeres,804508,28.0,187.0,Sweden,F,Right,1909008000.0,61000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Bukayo Saka,934235,24.0,178.0,England,F,Left,1909008000.0,115000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Kai Havertz,836705,27.0,193.0,Germany,F,Left,1845936000.0,53000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Gabriel Martinelli,922573,25.0,180.0,Brazil,F,Right,1814313600.0,42000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Gabriel Jesus,794839,29.0,175.0,Brazil,F,Right,1814313600.0,17600000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Noni Madueke,966547,24.0,182.0,England,F,Left,1909008000.0,54000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Ismeal Kabia,1621612,20.0,176.0,Netherlands,F,Right,,97000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Ceadach O'Neill,1590853,18.0,175.0,Northern Ireland,F,Right,1814313600.0,,,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Demiane Agustien,1469025,19.0,183.0,Netherlands,F,Left,,,,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Martin Ødegaard,547410,27.0,178.0,Norway,M,Left,1845936000.0,77000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Declan Rice,856714,27.0,188.0,England,M,Right,1845936000.0,114000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Eberechi Eze,864921,28.0,178.0,England,M,Right,1877472000.0,69000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Bruno Guimarães,866469,28.0,182.0,Brazil,M,Right,1909008000.0,72000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Mikel Merino,592010,30.0,188.0,Spain,M,Left,1845936000.0,26000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Max Dowman,1917626,16.0,183.0,England,M,Left,,31000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Martín Zubimendi,966837,27.0,180.0,Spain,M,Right,1909008000.0,77000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Ethan Nwaneri,1401702,19.0,176.0,England,M,Left,1909008000.0,34000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Christos Tzolis,1031259,24.0,180.0,Greece,M,Right,1940544000.0,42000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Fábio Vieira,904835,26.0,170.0,Portugal,M,Left,1814313600.0,16600000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Reiss Nelson,826139,26.0,175.0,England,M,Right,1814313600.0,8800000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Andre Harriman-Annous,1899736,18.0,181.0,England,M,Right,,1100000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Ife Ibrahim,1899739,18.0,187.0,England,M,Right,,,,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Louie Copley,1596273,19.0,175.0,England,M,Right,,68000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Gabriel Magalhães,869792,28.0,190.0,Brazil,D,Left,1877472000.0,70000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,William Saliba,941168,25.0,193.0,France,D,Right,1909008000.0,94000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Piero Hincapié,1002837,24.0,184.0,Ecuador,D,Left,1940544000.0,46000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Jurriën Timber,958959,25.0,179.0,Netherlands,D,Right,1845936000.0,73000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Riccardo Calafiori,957602,24.0,188.0,Italy,D,Left,1877472000.0,53000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Cristhian Mosquera,1144630,22.0,191.0,Spain,D,Right,1909008000.0,38000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Myles Lewis-Skelly,1423711,19.0,178.0,England,D,Left,1909008000.0,48000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Ben White,846036,28.0,186.0,England,D,Right,1845936000.0,27000000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Marli Salmon,1912995,16.0,186.0,England,D,Right,1814313600.0,4800000.0,EUR,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Brayden Clarke,1424625,19.0,181.0,Wales,D,Right,,,,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Theo Julienne,1899763,18.0,,England,D,,,,,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
England,Premier League,17,76986,Arsenal,42,Josh Ogunnaike,1899749,18.0,,England,D,,,,,ENG,2025-2026,datafc_sofascore,2026-08-09T01:30:59.386068
